season,game_no,game_date,player_name,shirt_no,role,min_on,min_off
1977/78,6,1977-09-10,Russell Allen,11,starter,,
1977/78,6,1977-09-10,John James,12,sub,,
1977/78,8,1977-09-16,Russell Allen,11,starter,,
1977/78,8,1977-09-16,John James,12,sub,,
1977/78,10,1977-09-27,Russell Allen,11,starter,,
1977/78,10,1977-09-27,John James,12,sub,,
1977/78,11,1977-09-30,John James,12,sub,,
1977/78,11,1977-09-30,Ronnie Moore,9,starter,,
1977/78,13,1977-10-08,Steve Peplow,7,starter,,
1977/78,13,1977-10-08,John James,12,sub,,
1977/78,16,1977-10-25,Russell Allen,11,starter,,
1977/78,16,1977-10-25,John James,12,sub,,
1977/78,17,1977-10-28,Eddie Flood,3,starter,,
1977/78,17,1977-10-28,John James,12,sub,,
1977/78,18,1977-11-05,Ronnie Moore,9,starter,,
1977/78,18,1977-11-05,John James,12,sub,,
1977/78,19,1977-11-12,John James,12,sub,,
1977/78,19,1977-11-12,Les Parry,4,starter,,
1977/78,20,1977-11-19,Russell Allen,11,starter,,
1977/78,20,1977-11-19,John James,12,sub,,
1977/78,21,1977-11-26,Ray Mathias,2,starter,,
1977/78,21,1977-11-26,John James,12,sub,,
1977/78,22,1977-11-29,Mark Palios,8,starter,,
1977/78,22,1977-11-29,John Bramhall,12,sub,,
1977/78,23,1977-12-02,Russell Allen,11,starter,,
1977/78,23,1977-12-02,John James,12,sub,,
1977/78,24,1977-12-10,John James,12,sub,,
1977/78,24,1977-12-10,Steve Peplow,7,starter,,
1977/78,30,1978-01-06,Steve Peplow,7,starter,,
1977/78,30,1978-01-06,Eddie Cliff,12,sub,,
1977/78,32,1978-01-17,Bobby Tynan,10,starter,,
1977/78,32,1978-01-17,Eddie Cliff,12,sub,,
1977/78,35,1978-02-03,Dave Philpotts,5,starter,,
1977/78,35,1978-02-03,John Bramhall,12,sub,,
1977/78,37,1978-03-06,Les Parry,4,starter,,
1977/78,37,1978-03-06,John Bramhall,12,sub,,
1977/78,39,1978-03-14,Steve Peplow,7,starter,,
1977/78,39,1978-03-14,John James,12,sub,,
1977/78,40,1978-03-18,Dave Philpotts,12,sub,,
1977/78,40,1978-03-18,Les Parry,4,starter,,
1977/78,43,1978-03-31,Eddie Cliff,7,starter,,
1977/78,43,1978-03-31,John Bramhall,12,sub,,
1977/78,46,1978-04-11,Mark Palios,7,starter,,
1977/78,46,1978-04-11,Eddie Cliff,12,sub,,
1977/78,48,1978-04-22,Steve Craven,4,starter,,
1977/78,48,1978-04-22,Steve Peplow,12,sub,,
1978/79,1,1978-08-12,Steve Peplow,7,starter,,
1978/79,1,1978-08-12,John Kerr,12,sub,,
1978/79,2,1978-08-16,John Kerr,12,sub,,
1978/79,2,1978-08-16,Mark Palios,4,starter,,
1978/79,3,1978-08-19,Mark Palios,8,starter,,
1978/79,3,1978-08-19,John Kerr,12,sub,,
1978/79,4,1978-08-21,Tommy O'Neil,8,starter,,
1978/79,4,1978-08-21,John Kerr,12,sub,,
1978/79,5,1978-08-26,Steve Craven,8,starter,,
1978/79,5,1978-08-26,Eddie Cliff,12,sub,,
1978/79,10,1978-09-25,Ray Mathias,2,starter,,
1978/79,10,1978-09-25,Dennis Postlewhite,12,sub,,
1978/79,11,1978-09-30,Steve Peplow,12,sub,,
1978/79,11,1978-09-30,Steve Craven,10,starter,,
1978/79,14,1978-10-16,Mark Palios,12,sub,,
1978/79,14,1978-10-16,Eddie Flood,3,starter,,
1978/79,18,1978-11-10,John Bramhall,8,starter,,
1978/79,18,1978-11-10,Mark Palios,12,sub,,
1978/79,20,1978-11-18,Eddie Flood,11,starter,,
1978/79,20,1978-11-18,Hughie McAuley,12,sub,,
1978/79,22,1978-12-09,Hughie McAuley,11,starter,,
1978/79,22,1978-12-09,Steve Craven,12,sub,,
1978/79,24,1978-12-19,Hughie McAuley,11,starter,,
1978/79,24,1978-12-19,Dennis Postlewhite,12,sub,,
1978/79,28,1979-02-03,Steve Peplow,7,starter,,
1978/79,28,1979-02-03,Hughie McAuley,12,sub,,
1978/79,29,1979-02-10,John Kerr,12,sub,,
1978/79,29,1979-02-10,John Bramhall,8,starter,,
1978/79,34,1979-03-03,Hughie McAuley,11,starter,,
1978/79,34,1979-03-03,Steve Peplow,12,sub,,
1978/79,37,1979-03-16,Steve Peplow,10,starter,,
1978/79,37,1979-03-16,Mark Palios,12,sub,,
1978/79,39,1979-03-26,Steve Craven,7,starter,,
1978/79,39,1979-03-26,Steve Peplow,12,sub,,
1978/79,40,1979-03-30,Steve Craven,7,starter,,
1978/79,40,1979-03-30,John Thomas,12,sub,,
1978/79,41,1979-04-03,Steve Craven,12,sub,,
1978/79,41,1979-04-03,Les Parry,4,starter,,
1978/79,43,1979-04-14,John Bramhall,5,starter,,
1978/79,43,1979-04-14,Steve Craven,12,sub,,
1978/79,45,1979-04-18,Tommy O'Neil,8,starter,,
1978/79,45,1979-04-18,Steve Peplow,12,sub,,
1978/79,48,1979-04-27,Steve Craven,7,starter,,
1978/79,48,1979-04-27,Steve Peplow,12,sub,,
1978/79,49,1979-04-30,John Thomas,10,starter,,
1978/79,49,1979-04-30,Steve Craven,12,sub,,
1978/79,50,1979-05-04,Steve Whittingham,12,sub,,
1978/79,50,1979-05-04,Ian Griffiths,11,starter,,
1979/80,2,1979-08-15,John Kerr,9,starter,,
1979/80,2,1979-08-15,Dennis Postlewhite,12,sub,,
1979/80,6,1979-08-29,John Kerr,9,starter,,
1979/80,6,1979-08-29,Dennis Postlewhite,12,sub,,
1979/80,8,1979-09-04,John Kerr,9,starter,,
1979/80,8,1979-09-04,Mark Palios,12,sub,,
1979/80,11,1979-09-17,Steve Peplow,11,starter,,
1979/80,11,1979-09-17,John Kelly,12,sub,,
1979/80,12,1979-09-22,Jim Lumby,10,starter,,
1979/80,12,1979-09-22,John Kelly,12,sub,,
1979/80,13,1979-09-28,John Williams,12,sub,,
1979/80,13,1979-09-28,Mark Palios,10,starter,,
1979/80,16,1979-10-08,John Kerr,9,starter,,
1979/80,16,1979-10-08,John Kelly,12,sub,,
1979/80,17,1979-10-13,John Kerr,9,starter,,
1979/80,17,1979-10-13,John Kelly,12,sub,,
1979/80,18,1979-10-19,Jim Lumby,10,starter,,
1979/80,18,1979-10-19,John Kelly,12,sub,,
1979/80,20,1979-10-26,Jim Lumby,10,starter,,
1979/80,20,1979-10-26,John Kelly,12,sub,,
1979/80,22,1979-11-12,Jim Lumby,12,sub,,
1979/80,22,1979-11-12,John Kerr,9,starter,,
1979/80,23,1979-11-17,Steve Peplow,11,starter,,
1979/80,23,1979-11-17,Steve Mungall,12,sub,,
1979/80,24,1979-11-24,Eddie Flood,3,starter,,
1979/80,24,1979-11-24,Steve Mungall,12,sub,,
1979/80,25,1979-11-30,Les Parry,8,starter,,
1979/80,25,1979-11-30,Steve Mungall,12,sub,,
1979/80,27,1979-12-15,Eddie Flood,3,starter,,
1979/80,27,1979-12-15,Steve Craven,12,sub,,
1979/80,28,1979-12-18,John Kerr,12,sub,,
1979/80,28,1979-12-18,John Kelly,11,starter,,
1979/80,29,1979-12-21,Steve Mungall,12,sub,,
1979/80,29,1979-12-21,Kenny Beamish,10,starter,,
1979/80,30,1979-12-26,Jim Lumby,9,starter,,
1979/80,30,1979-12-26,Steve Mungall,12,sub,,
1979/80,32,1980-01-05,Kenny Beamish,10,starter,,
1979/80,32,1980-01-05,Steve Mungall,12,sub,,
1979/80,33,1980-01-11,John Kelly,9,starter,,
1979/80,33,1980-01-11,John Kerr,12,sub,,
1979/80,34,1980-01-25,Steve Peplow,11,starter,,
1979/80,34,1980-01-25,Ray Mathias,12,sub,,
1979/80,36,1980-02-09,Ray Mathias,12,sub,,
1979/80,36,1980-02-09,Steve Peplow,11,starter,,
1979/80,37,1980-02-16,Kenny Beamish,10,starter,,
1979/80,37,1980-02-16,Ray Mathias,12,sub,,
1979/80,38,1980-02-22,Steve Peplow,11,starter,,
1979/80,38,1980-02-22,Ray Mathias,12,sub,,
1979/80,40,1980-03-04,John Kelly,9,starter,,
1979/80,40,1980-03-04,Jim Lumby,12,sub,,
1979/80,42,1980-03-10,Steve Peplow,11,starter,,
1979/80,42,1980-03-10,John Kerr,12,sub,,
1979/80,45,1980-03-25,John Kerr,9,starter,,
1979/80,45,1980-03-25,Jim Lumby,12,sub,,
1979/80,47,1980-04-05,John Kerr,9,starter,,
1979/80,47,1980-04-05,John Kelly,12,sub,,
1979/80,48,1980-04-07,John Kerr,12,sub,,
1979/80,48,1980-04-07,Kenny Beamish,10,starter,,
1979/80,49,1980-04-11,John Kerr,9,starter,,
1979/80,49,1980-04-11,Steve Craven,12,sub,,
1979/80,52,1980-05-02,Ian Griffiths,11,starter,,
1979/80,52,1980-05-02,Steve Peplow,12,sub,,
1980/81,1,1980-08-09,Elfyn Edwards,5,starter,,
1980/81,1,1980-08-09,Steve Mungall,12,sub,,
1980/81,2,1980-08-12,Jim Lumby,9,starter,,
1980/81,2,1980-08-12,John Williams,12,sub,,
1980/81,3,1980-08-16,John Williams,12,sub,,
1980/81,3,1980-08-16,Steve Craven,8,starter,,
1980/81,4,1980-08-18,Steve Peplow,11,starter,,
1980/81,4,1980-08-18,Clive Evans,12,sub,,
1980/81,5,1980-08-20,Steve Craven,8,starter,,
1980/81,5,1980-08-20,John Kerr,12,sub,,
1980/81,9,1980-09-05,John Kerr,8,starter,,
1980/81,9,1980-09-05,John Williams,12,sub,,
1980/81,10,1980-09-13,John Kerr,8,starter,,
1980/81,10,1980-09-13,Eddie Flood,12,sub,,
1980/81,11,1980-09-19,John Kelly,11,starter,,
1980/81,11,1980-09-19,Ian Griffiths,12,sub,,
1980/81,12,1980-09-23,Ian Griffiths,12,sub,,
1980/81,12,1980-09-23,John Bramhall,4,starter,,
1980/81,15,1980-10-03,John Kelly,11,starter,,
1980/81,15,1980-10-03,Bryan Hamilton,12,sub,,
1980/81,16,1980-10-06,Steve Peplow,7,starter,,
1980/81,16,1980-10-06,John Bramhall,12,sub,,
1980/81,17,1980-10-11,Kenny Beamish,10,starter,,
1980/81,17,1980-10-11,John Bramhall,12,sub,,
1980/81,18,1980-10-17,Kenny Beamish,10,starter,,
1980/81,18,1980-10-17,John Kerr,12,sub,,
1980/81,21,1980-10-29,Steve Peplow,12,sub,,
1980/81,21,1980-10-29,Jim Lumby,9,starter,,
1980/81,22,1980-10-31,Ian Griffiths,12,sub,,
1980/81,22,1980-10-31,Ray Mathias,2,starter,,
1980/81,24,1980-11-08,Ian Griffiths,11,starter,,
1980/81,24,1980-11-08,Bryan Hamilton,12,sub,,
1980/81,25,1980-11-12,Bryan Hamilton,7,starter,,
1980/81,25,1980-11-12,Steve Peplow,12,sub,,
1980/81,26,1980-11-22,Steve Peplow,7,starter,,
1980/81,26,1980-11-22,Bryan Hamilton,12,sub,,
1980/81,27,1980-11-25,Ian Griffiths,11,starter,,
1980/81,27,1980-11-25,Steve Craven,12,sub,,
1980/81,28,1980-11-29,Bryan Hamilton,12,sub,,
1980/81,28,1980-11-29,Eddie Flood,3,starter,,
1980/81,29,1980-12-05,Clive Evans,12,sub,,
1980/81,29,1980-12-05,Steve Mungall,8,starter,,
1980/81,31,1980-12-20,Steve Mungall,8,starter,,
1980/81,31,1980-12-20,John Kelly,12,sub,,
1980/81,32,1980-12-26,Ian Griffiths,11,starter,,
1980/81,32,1980-12-26,Craig Le Cornu,12,sub,,
1980/81,33,1980-12-27,Craig Le Cornu,7,starter,,
1980/81,33,1980-12-27,Bryan Hamilton,12,sub,,
1980/81,35,1981-01-16,Steve Craven,9,starter,,
1980/81,35,1981-01-16,Kenny Beamish,12,sub,,
1980/81,36,1981-01-24,Steve Craven,9,starter,,
1980/81,36,1981-01-24,Kenny Beamish,12,sub,,
1980/81,38,1981-02-06,Craig Le Cornu,12,sub,,
1980/81,38,1981-02-06,Kenny Beamish,9,starter,,
1980/81,39,1981-03-01,Steve Mungall,8,starter,,
1980/81,39,1981-03-01,Bryan Hamilton,12,sub,,
1980/81,43,1981-03-18,Elfyn Edwards,3,starter,,
1980/81,43,1981-03-18,Steve Whittingham,12,sub,,
1980/81,44,1981-03-22,Bryan Hamilton,8,starter,,
1980/81,44,1981-03-22,Steve Mungall,12,sub,,
1980/81,46,1981-03-29,Les Parry,5,starter,,
1980/81,46,1981-03-29,Ian Griffiths,12,sub,,
1980/81,47,1981-04-04,Steve Peplow,12,sub,,
1980/81,47,1981-04-04,Kenny Beamish,9,starter,,
1980/81,48,1981-04-10,Kenny Beamish,9,starter,,
1980/81,48,1981-04-10,John Williams,12,sub,,
1980/81,49,1981-04-17,Steve Craven,7,starter,,
1980/81,49,1981-04-17,Craig Le Cornu,12,sub,,
1980/81,51,1981-04-24,John Kerr,10,starter,,
1980/81,51,1981-04-24,John Kelly,12,sub,,
1980/81,53,1981-05-02,Ian Griffiths,11,starter,,
1980/81,53,1981-05-02,Clive Evans,12,sub,,
1981/82,1,1981-08-29,Neville Powell,12,sub,,
1981/82,1,1981-08-29,John Kerr,9,starter,,
1981/82,2,1981-09-01,Ray Mathias,2,starter,,
1981/82,2,1981-09-01,Steve Mungall,12,sub,,
1981/82,3,1981-09-04,Brian Morley,3,starter,,
1981/82,3,1981-09-04,Steve Mungall,12,sub,,
1981/82,4,1981-09-12,Ian Griffiths,11,starter,,
1981/82,4,1981-09-12,Bryan Hamilton,12,sub,,
1981/82,5,1981-09-15,Bobby Hutchinson,8,starter,,
1981/82,5,1981-09-15,Steve Craven,12,sub,,
1981/82,6,1981-09-19,John Williams,6,starter,,
1981/82,6,1981-09-19,Steve Craven,12,sub,,
1981/82,9,1981-09-29,Bryan Hamilton,8,starter,,
1981/82,9,1981-09-29,Bobby Hutchinson,12,sub,,
1981/82,10,1981-10-03,Steve Craven,12,sub,,
1981/82,10,1981-10-03,Owen Brown,10,starter,,
1981/82,11,1981-10-05,John Kelly,7,starter,,
1981/82,11,1981-10-05,Steve Craven,12,sub,,
1981/82,12,1981-10-10,John Kerr,9,starter,,
1981/82,12,1981-10-10,Bryan Hamilton,12,sub,,
1981/82,15,1981-10-24,Brian Morley,8,starter,,
1981/82,15,1981-10-24,Bobby Hutchinson,12,sub,,
1981/82,17,1981-10-31,John Kerr,9,starter,,
1981/82,17,1981-10-31,Brian Morley,12,sub,,
1981/82,22,1981-11-21,John Kerr,12,sub,,
1981/82,22,1981-11-21,Brian Morley,8,starter,,
1981/82,23,1981-11-24,David Burgess,3,starter,,
1981/82,23,1981-11-24,Steve Craven,12,sub,,
1981/82,24,1981-11-28,John Kerr,9,starter,,
1981/82,24,1981-11-28,Steve Craven,12,sub,,
1981/82,25,1981-12-02,Owen Brown,10,starter,,
1981/82,25,1981-12-02,Steve Craven,12,sub,,
1981/82,31,1982-01-25,Steve Craven,11,starter,,
1981/82,31,1982-01-25,Ian Griffiths,12,sub,,
1981/82,32,1982-01-30,Owen Brown,12,sub,,
1981/82,32,1982-01-30,Steve Craven,11,starter,,
1981/82,33,1982-02-06,Brian Morley,12,sub,,
1981/82,33,1982-02-06,Bobby Hutchinson,8,starter,,
1981/82,34,1982-02-09,Derek Mountfield,8,starter,,
1981/82,34,1982-02-09,Mark Ferguson,12,sub,,
1981/82,36,1982-02-15,Bryan Hamilton,7,starter,,
1981/82,36,1982-02-15,Owen Brown,12,sub,,
1981/82,37,1982-02-23,Mark Ferguson,6,starter,,
1981/82,37,1982-02-23,Owen Brown,12,sub,,
1981/82,38,1982-02-27,John Bramhall,5,starter,,
1981/82,38,1982-02-27,Ian Griffiths,12,sub,,
1981/82,40,1982-03-06,Owen Brown,12,sub,,
1981/82,40,1982-03-06,Steve Craven,10,starter,,
1981/82,41,1982-03-10,Bryan Hamilton,7,starter,,
1981/82,41,1982-03-10,Les Parry,12,sub,,
1981/82,42,1982-03-13,John Williams,6,starter,,
1981/82,42,1982-03-13,Brian Morley,12,sub,,
1981/82,43,1982-03-16,Ian Griffiths,11,starter,,
1981/82,43,1982-03-16,Brian Morley,12,sub,,
1981/82,44,1982-03-20,Ian Griffiths,11,starter,,
1981/82,44,1982-03-20,Brian Morley,12,sub,,
1981/82,45,1982-03-27,Neville Powell,8,starter,,
1981/82,45,1982-03-27,Owen Brown,12,sub,,
1981/82,46,1982-04-03,Bobby Hutchinson,12,sub,,
1981/82,46,1982-04-03,Owen Brown,9,starter,,
1981/82,49,1982-04-17,Steve Craven,10,starter,,
1981/82,49,1982-04-17,Owen Brown,12,sub,,
1981/82,50,1982-04-24,Ian Griffiths,11,starter,,
1981/82,50,1982-04-24,Owen Brown,12,sub,,
1981/82,52,1982-05-04,Mark Ferguson,9,starter,,
1981/82,52,1982-05-04,Bryan Hamilton,12,sub,,
1981/82,53,1982-05-08,Ian Griffiths,11,starter,,
1981/82,53,1982-05-08,Brian Morley,12,sub,,
1981/82,54,1982-05-15,Owen Brown,12,sub,,
1981/82,54,1982-05-15,Mark Ferguson,11,starter,,
1982/83,1,1982-08-28,Kenny McKenna,10,starter,,
1982/83,1,1982-08-28,Kevin Mooney,12,sub,,
1982/83,2,1982-08-31,Ian Griffiths,11,starter,,
1982/83,2,1982-08-31,Mark Ferguson,12,sub,,
1982/83,3,1982-09-04,Kevin Mooney,3,starter,,
1982/83,3,1982-09-04,Mark Ferguson,12,sub,,
1982/83,4,1982-09-06,John Williams,6,starter,,
1982/83,4,1982-09-06,Kenny McKenna,12,sub,,
1982/83,5,1982-09-11,John Aspinall,12,sub,,
1982/83,5,1982-09-11,Kenny McKenna,8,starter,,
1982/83,6,1982-09-13,Kenny McKenna,12,sub,,
1982/83,6,1982-09-13,John Aspinall,8,starter,,
1982/83,7,1982-09-18,John Aspinall,8,starter,,
1982/83,7,1982-09-18,Kenny McKenna,12,sub,,
1982/83,8,1982-09-25,John Kerr,9,starter,,
1982/83,8,1982-09-25,John Aspinall,12,sub,,
1982/83,9,1982-09-28,John Aspinall,10,starter,,
1982/83,9,1982-09-28,Reg McGuire,12,sub,,
1982/83,10,1982-10-02,Kevin Mooney,3,starter,,
1982/83,10,1982-10-02,Reg McGuire,12,sub,,
1982/83,11,1982-10-06,Reg McGuire,12,sub,,
1982/83,11,1982-10-06,Neville Powell,7,starter,,
1982/83,12,1982-10-10,Ian Griffiths,11,starter,,
1982/83,12,1982-10-10,Neil Prosser,12,sub,,
1982/83,13,1982-10-16,John Kerr,9,starter,,
1982/83,13,1982-10-16,Neville Powell,12,sub,,
1982/83,14,1982-10-18,Bryan Hamilton,5,starter,,
1982/83,14,1982-10-18,John Aspinall,12,sub,,
1982/83,16,1982-10-27,Mark Ferguson,8,starter,,
1982/83,16,1982-10-27,Kevin Mooney,12,sub,,
1982/83,17,1982-10-30,Les Parry,4,starter,,
1982/83,17,1982-10-30,Reg McGuire,12,sub,,
1982/83,19,1982-11-06,John Aspinall,8,starter,,
1982/83,19,1982-11-06,Neville Powell,12,sub,,
1982/83,20,1982-11-13,Mark Ferguson,12,sub,,
1982/83,20,1982-11-13,Owen Brown,10,starter,,
1982/83,24,1982-12-11,Bryan Hamilton,5,starter,,
1982/83,24,1982-12-11,Neville Powell,12,sub,,
1982/83,25,1982-12-14,Mark Ferguson,7,starter,,
1982/83,25,1982-12-14,Neville Powell,12,sub,,
1982/83,27,1982-12-27,Mark Ferguson,7,starter,,
1982/83,27,1982-12-27,Neville Powell,12,sub,,
1982/83,28,1982-12-28,John Williams,6,starter,,
1982/83,28,1982-12-28,Neville Powell,12,sub,,
1982/83,29,1983-01-01,Reg McGuire,12,sub,,
1982/83,29,1983-01-01,Mark Ferguson,7,starter,,
1982/83,30,1983-01-03,Owen Brown,10,starter,,
1982/83,30,1983-01-03,Neville Powell,12,sub,,
1982/83,31,1983-01-08,Owen Brown,10,starter,,
1982/83,31,1983-01-08,Neville Powell,12,sub,,
1982/83,32,1983-01-18,Bryan Hamilton,5,starter,,
1982/83,32,1983-01-18,Ray Woods,12,sub,,
1982/83,34,1983-01-25,Steve Warriner,5,starter,,
1982/83,34,1983-01-25,Mark Ferguson,12,sub,,
1982/83,35,1983-01-29,Owen Brown,10,starter,,
1982/83,35,1983-01-29,Mark Ferguson,12,sub,,
1982/83,36,1983-02-05,Steve Warriner,12,sub,,
1982/83,36,1983-02-05,Owen Brown,10,starter,,
1982/83,37,1983-02-15,Owen Brown,10,starter,,
1982/83,37,1983-02-15,Steve Warriner,12,sub,,
1982/83,38,1983-02-19,Steve Warriner,12,sub,,
1982/83,38,1983-02-19,Bryan Hamilton,5,starter,,
1982/83,39,1983-02-26,Mark Ferguson,12,sub,,
1982/83,39,1983-02-26,Steve Warriner,5,starter,,
1982/83,40,1983-02-28,John Kerr,9,starter,,
1982/83,40,1983-02-28,Owen Brown,12,sub,,
1982/83,41,1983-03-05,Owen Brown,12,sub,,
1982/83,41,1983-03-05,John Williams,6,starter,,
1982/83,43,1983-03-15,Mark Palios,5,starter,,
1982/83,43,1983-03-15,Steve Warriner,12,sub,,
1982/83,44,1983-03-18,Steve Mungall,12,sub,,
1982/83,44,1983-03-18,Bryan Hamilton,5,starter,,
1982/83,46,1983-04-02,Neville Powell,7,starter,,
1982/83,46,1983-04-02,John Kerr,12,sub,,
1982/83,47,1983-04-04,Steve Warriner,7,starter,,
1982/83,47,1983-04-04,Mark Palios,12,sub,,
1982/83,48,1983-04-08,Gary Williams,2,starter,,
1982/83,48,1983-04-08,Mark Palios,12,sub,,
1982/83,49,1983-04-16,Mark Leonard,12,sub,,
1982/83,49,1983-04-16,Barry Wellings,9,starter,,
1982/83,50,1983-04-23,Ian Griffiths,11,starter,,
1982/83,50,1983-04-23,Neville Powell,12,sub,,
1982/83,51,1983-04-30,John Aspinall,11,starter,,
1982/83,51,1983-04-30,Owen Brown,12,sub,,
1982/83,53,1983-05-13,Gary Williams,8,starter,,
1982/83,53,1983-05-13,John Aspinall,12,sub,,
1983/84,1,1983-08-27,Mark Allen,10,starter,,
1983/84,1,1983-08-27,Owen Brown,12,sub,,
1983/84,2,1983-08-30,Les Parry,4,starter,,
1983/84,2,1983-08-30,Mark Palios,12,sub,,
1983/84,5,1983-09-10,Mark Allen,12,sub,,
1983/84,5,1983-09-10,Owen Brown,10,starter,,
1983/84,7,1983-09-17,Mark Allen,12,sub,,
1983/84,7,1983-09-17,Mark Hilditch,9,starter,,
1983/84,8,1983-09-23,Mark Allen,12,sub,,
1983/84,8,1983-09-23,Owen Brown,10,starter,,
1983/84,9,1983-09-26,Bryan Hamilton,5,starter,,
1983/84,9,1983-09-26,Steve Mungall,12,sub,,
1983/84,11,1983-10-08,Bryan Hamilton,12,sub,,
1983/84,11,1983-10-08,Les Parry,4,starter,,
1983/84,12,1983-10-14,John Williams,6,starter,,
1983/84,12,1983-10-14,Bryan Hamilton,12,sub,,
1983/84,14,1983-10-22,Bryan Hamilton,12,sub,,
1983/84,14,1983-10-22,John Aspinall,8,starter,,
1983/84,16,1983-11-01,Mark Hilditch,9,starter,,
1983/84,16,1983-11-01,Bryan Hamilton,12,sub,,
1983/84,17,1983-11-04,Dave Higgins,4,starter,,
1983/84,17,1983-11-04,Ray Mathias,12,sub,,
1983/84,20,1983-11-22,Mark Palios,5,starter,,
1983/84,20,1983-11-22,Ray Mathias,12,sub,,
1983/84,21,1983-11-26,Mark Allen,12,sub,,
1983/84,21,1983-11-26,Owen Brown,10,starter,,
1983/84,22,1983-12-03,Mark Palios,5,starter,,
1983/84,22,1983-12-03,Neville Powell,12,sub,,
1983/84,23,1983-12-16,Ray Woods,12,sub,,
1983/84,23,1983-12-16,John Williams,6,starter,,
1983/84,24,1983-12-26,Mark Ferguson,7,starter,,
1983/84,24,1983-12-26,Neville Powell,12,sub,,
1983/84,25,1983-12-27,Barry Wellings,10,starter,,
1983/84,25,1983-12-27,Mark Ferguson,12,sub,,
1983/84,26,1983-12-30,Barry Wellings,10,starter,,
1983/84,26,1983-12-30,Owen Brown,12,sub,,
1983/84,27,1984-01-02,Owen Brown,12,sub,,
1983/84,27,1984-01-02,Mark Hilditch,9,starter,,
1983/84,30,1984-02-03,John Williams,12,sub,,
1983/84,30,1984-02-03,Barry Wellings,10,starter,,
1983/84,31,1984-02-07,Ronnie Goodlass,12,sub,,
1983/84,31,1984-02-07,Gary Williams,11,starter,,
1983/84,32,1984-02-11,John Williams,6,starter,,
1983/84,32,1984-02-11,Ronnie Goodlass,12,sub,,
1983/84,33,1984-02-13,Barry Wellings,10,starter,,
1983/84,33,1984-02-13,Mark Palios,12,sub,,
1983/84,36,1984-02-24,Mark Hilditch,9,starter,,
1983/84,36,1984-02-24,Owen Brown,12,sub,,
1983/84,37,1984-03-03,John McMahon,2,starter,,
1983/84,37,1984-03-03,Ray Woods,12,sub,,
1983/84,38,1984-03-05,Owen Brown,12,sub,,
1983/84,38,1984-03-05,Mark Ferguson,7,starter,,
1983/84,39,1984-03-10,Mark Ferguson,12,sub,,
1983/84,39,1984-03-10,Mark Hilditch,9,starter,,
1983/84,41,1984-03-17,John Aspinall,8,starter,,
1983/84,41,1984-03-17,Mark Ferguson,12,sub,,
1983/84,42,1984-03-20,Dave Higgins,6,starter,,
1983/84,42,1984-03-20,Mark Palios,12,sub,,
1983/84,44,1984-03-30,Mark Hilditch,9,starter,,
1983/84,44,1984-03-30,John Williams,12,sub,,
1983/84,45,1984-04-07,John McMahon,12,sub,,
1983/84,45,1984-04-07,Dave Philpotts,4,starter,,
1983/84,46,1984-04-14,John McMahon,9,starter,,
1983/84,46,1984-04-14,Mark Ferguson,12,sub,,
1983/84,49,1984-04-23,John Williams,4,starter,,
1983/84,49,1984-04-23,Mark Ferguson,12,sub,,
1983/84,50,1984-04-28,Dave Higgins,11,starter,,
1983/84,50,1984-04-28,Mark Ferguson,12,sub,,
1983/84,51,1984-05-05,Gary Williams,5,starter,,
1983/84,51,1984-05-05,Ray Woods,12,sub,,
1983/84,52,1984-05-07,John McMahon,3,starter,,
1983/84,52,1984-05-07,Bryan Hamilton,12,sub,,
1983/84,53,1984-05-12,Owen Brown,12,sub,,
1983/84,53,1984-05-12,Mark Ferguson,8,starter,,
1983/84,54,1984-05-18,Ray Woods,12,sub,,
1983/84,54,1984-05-18,Neville Powell,7,starter,,
1983/84,54,1984-05-18,Ronnie Goodlass,11,starter,,
1983/84,54,1984-05-18,Mark Ferguson,14,sub,,
1983/84,55,1984-05-21,Neville Powell,12,sub,,
1983/84,55,1984-05-21,John Williams,6,starter,,
1984/85,1,1984-08-25,Andy Lee,5,starter,,
1984/85,1,1984-08-25,Seamus Heath,12,sub,,
1984/85,2,1984-08-28,Mark Ferguson,7,starter,,
1984/85,2,1984-08-28,Doug Anderson,12,sub,,
1984/85,3,1984-09-01,Seamus Heath,12,sub,,
1984/85,3,1984-09-01,Mark Ferguson,7,starter,,
1984/85,4,1984-09-04,Seamus Heath,12,sub,,
1984/85,4,1984-09-04,John Aspinall,8,starter,,
1984/85,5,1984-09-07,Ray Woods,7,starter,,
1984/85,5,1984-09-07,Seamus Heath,12,sub,,
1984/85,6,1984-09-14,Ray Mathias,4,starter,,
1984/85,6,1984-09-14,Seamus Heath,12,sub,,
1984/85,7,1984-09-17,John Aspinall,8,starter,,
1984/85,7,1984-09-17,Seamus Heath,12,sub,,
1984/85,8,1984-09-22,John Aspinall,8,starter,,
1984/85,8,1984-09-22,Seamus Heath,12,sub,,
1984/85,9,1984-09-29,John Aspinall,8,starter,,
1984/85,9,1984-09-29,Seamus Heath,12,sub,,
1984/85,11,1984-10-06,Ray Woods,7,starter,,
1984/85,11,1984-10-06,John Aspinall,12,sub,,
1984/85,12,1984-10-13,Mark Hilditch,7,starter,,
1984/85,12,1984-10-13,Andy Lee,12,sub,,
1984/85,13,1984-10-20,Seamus Heath,12,sub,,
1984/85,13,1984-10-20,Steve Edwards,2,starter,,
